MLS Number	Property Status	List Price	Original List Price	Street #	Street Name	Dir	Unit #	City	State	Zip Code	Subdivision	Block	Lot Number	County	Area	Parcel #	Page #	Tax $	CC&R	HOA	HO Tax Exemption	Total Annual Fees $	Transfer Fees $	LID	LID Amount $	LID Assessment	State Lease	State Lease #	State Lease Annual Fee $	Legal	Acres	Lot Width	Lot Length	Paved Street	Winter Access	Electric	Propane Tank	Propane Tank Location	Propane Tank Ownership	Bedrooms	Total Baths	Full Baths	Half Baths	3/4 Baths	Apx Fin SqFt	Age	Level	Year Built	Remodeled	Year Remodeled	Basement	Phone	Garage	Carport	Mobile Home Make/Year	Excluded Items	Additional Features	Adjacent To	Construction	Dock	Foundation	Heat	Included in Sale	Power	Road Maintenance	Roof	Sewer	Siding	Topography	Water	Water Proximity	View	Access To	Zone	Showing Instructions	Directions	Public Remarks	Agent Remarks	Office Only Remarks	Sold Price	Closed Date	Days on Market	Property Type
"538236"	"S"	"1395000"	"1395000"	"17"	"Rock Creek Court"	""	""	"Donnelly"	"ID"	"83615"	"Tamarack Resort Phase 1"	"18"	"17"	"Valley"	"Tamarack"	"RP00492018017A"	""	"3169.18"	"Yes"	"Yes"	"No"	"7800.00"	"27900.00"	"Yes"	"6070.00"	"Buyer to assume"	"No"	""	""	"TAMARACK RESORT P.U.D. PHASE 1 AMENDED BLOCK 18 LOT 17"	"0.0670"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	""	""	"2"	"2.5"	""	""	""	"1250"	"11 - 20 Years"	"Two Stories"	"2005"	""	""	""	""	"One"	"None"	""	""	"Primary Bedroom on Main, Vaulted Ceilings, Alarm System"	"Other"	"Frame"	""	"Concrete Perimeter"	"Propane Fire Place, Propane Forced Air"	"Hot Tub, Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"Association"	"Composition"	"NLSD"	""	"Level"	"NLSD"	"Lake Cascade"	"Mountains"	"Community Pool, Dock, Golf Course, Meadow/Valley, Ski-in/Ski-out Access"	"Other"	"Call Listing Agent"	"Tamarack Resort to Discovery Drive, Left on Rock Creek"	"Outstanding location in Tamarack Resort. These Rock Creek cottages have always been one of the best selling properties based on access to recreation and amenities. Welcome to 17 Rock Creek. This 2BR/2.5BA popular Owyhee Cottage sits directly on the Rock Creek Poma Lift and ski run. Immediate access to both skiing, mountain biking and hiking, this home is also just a very short walk to the Lodge at Osprey amenities and re-vitalized Championship Golf Course, and the new Village at Tamarack. With a fresh makeover including brand new interior paint, beautiful refinished hard-wood flooring, a newer luxury hot tub, this fully furnished home is ready to love! The HOA maintains the exterior and provides snow removal, allowing you to focus on enjoying the the Resorts recreation, amenities or just much needed R&R. Private tours available now!"	"LID Sewer Balance $4,537.98 , $1,020/yr and Water Balance $1,533.02, $591/yr."	""	"1300000"	"2/29/2024"	"184"	"RR"
"538238"	"S"	"1895000"	"1895000"	"9"	"Michelle Place"	""	""	"McCall"	"ID"	"83638"	"Pearson Corners"	""	""	"Valley"	"McCall East"	"RP005990000050"	""	"3432.66"	"Yes"	"Yes"	"No"	"400.00"	""	"No"	""	""	"No"	""	""	"PEARSON CORNERS SUBD LOT 5 108300 Lakefork Area Subdivisions"	"3.9000"	""	""	"Yes"	"Yes"	""	"Yes"	""	""	"4"	"3.5"	"3"	"1"	""	"2954"	"1 - 5 Years"	"Two Stories"	"2021"	""	""	""	""	"Five or More"	"None"	""	"Items excluded in sale: Dresser in between two beds in guest bedroom upstairs, antique chairs/ stool, two shearling puffs in living room, Ox head, Moose rack, Hot tub and Lynx BBQ. "	""	""	"Frame"	""	"Slab"	"Elec Forced Air, Heat Pump, Propane Fire Place, Radiant"	"Dryer, Microwave, Range/Oven, Refrigerator, Washer"	"110 Volts, 220 Volts"	"Shared, Association, County"	"Composition"	"Septic Installed"	"Cedar, Metal Siding"	"Level, Pond/Stream/Creek"	"Well"	"Other"	"Mountains, Valley"	""	"County"	"Call Listing Agent, LA Must Accompany"	"From ID-55, East on Pearson Lane, North on Pioneer Rd, then West on Michelle Pl. 2nd House on the Right (no address visible)"	"Welcome to your modern mountain dream escape! This recently built custom home sits on 3.90 Acres with breathtaking views of Jug Mountain & the surrounding valley, as well as being adjacent to a calming creek & walking path. This well thought out floor plan features a main-level Master suite with a walk-in shower & an ample walk-in closet. The great room invites you in with vaulted ceilings, views for miles & a dramatic fireplace. The gourmet kitchen features an oversized Thermador gas range/oven, plenty of counter space & an oversized walk-in pantry. Youâ€™ll find quality at every turn including radiant heat floors on the main level & garage, stunning craftsmanship throughout & incredible views from every room. Each bedroom features a king-size bed & the oversized bonus room allows extra space for family, friends & entertaining. The 4-car garage & attached RV garage allow plenty of room for storage & all your toys. This home is turn-key ready & includes the furniture as shown. Only 5 min from downtown McCall, donâ€™t wait to start enjoying your ski to lake oasis! "	"Items excluded in sale: Dresser in between two beds in guest bedroom upstairs, antique chairs/ stool, two shearling puffs in living room, Ox head, Moose rack, Hot tub and Lynx BBQ. "	"Minimum 30 days required for Rentals per CC&Rs."	"1850000"	"9/15/2023"	"16"	"RR"
"538240"	"S"	"549500"	"549500"	"707"	"Mission Street"	""	""	"McCall"	"ID"	"83638"	"Hoff and Brown"	""	""	"Valley"	"McCall City"	"RPM0109001001A"	""	"1932.00"	"No"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"W/2 Lot 1 & N 40' of W/2 Lot 2, Block 1, Hoff & Brown First Addition"	"0.2230"	""	""	"Yes"	"Yes"	""	""	""	""	"2"	"2"	""	""	""	"1260"	"51 - 80 Years"	"Single Level"	"1968"	""	""	""	""	"Two"	"None"	""	""	""	""	"Frame"	""	"Concrete Perimeter"	"Fireplace, Radiant"	"Dryer, Range/Oven, Refrigerator, Washer, Wood Stove"	""	"City"	"Composition"	"PLSWD"	""	"Level"	"Public"	""	""	""	"Res - 4 Homes/Ac"	"Call Listing Agent, Lockbox/Show Anytime, Other"	"From Lake Street/Hwy 55, S. on Mission, just north of the high school"	"A great opportunity near downtown McCall! Darling 1260 square foot home on corner lot walking distance to the beach, shopping, the high school and hospital. The home features two spacious bedrooms, two 3/4 bathrooms, a large living room with wood burning fireplace and a big back yard.  The attached double garage is extra deep (22x30) and has a small storage/work room in the rear. Additonal features include tile flooring, updated cabinets, tile counter tops, appliances included, radiant ceiling heat, updated carpet, roof was redone sometime in the past, exterior paint, interior paint, newer windows, partial fence and alley access. Zoned R-4 which may allow some commercial use. Was previously used as a radio station. Check with the city. "	"Vacant/show anytime. CLA for a garage code until agent can get keys to the front door. Owner was locked out of the home and man door from garage into house was damaged trying to get back in.  City says the home is non-conforming in that it sits within current setbacks, so there would be some protocol to follow for expansion. â€œ City of McCall says: Zoning = R4 (Low Density Residential). â€œHome Occupation Businessesâ€ utilizing no greater than 50% of the floor area are typically fine, but I would consult the list of allowable uses in 3.3.02 if youâ€™re imagining beyond a â€œHome Officeâ€ type of operation.â€"	""	"505000"	"11/17/2023"	"79"	"RR"
"538251"	"S"	"550000"	"550000"	"12880"	"Willow Road"	""	""	"Donnelly"	"ID"	"83615"	"Wagon Wheel Ranch 4"	"A"	"62"	"Valley"	"Donnelly City"	"RP0029300A0620"	""	"1129.20"	"Yes"	"No"	"Yes"	""	""	"No"	""	""	"No"	""	""	"WAGON WHEEL RANCH #4 SUB LOT 62 BLOCK A"	"0.4760"	""	""	"No"	"Yes"	""	""	""	""	"2"	"2"	""	""	""	"1212"	"11 - 20 Years"	"Two Stories"	"2004"	""	""	""	""	"None"	"Four"	""	""	"Vaulted Ceilings"	""	"Log"	""	"Concrete Perimeter"	"Radiant"	"Dishwasher, Disposal, Dryer, Washer"	""	""	"Metal"	"NLSD"	"Log"	""	"Well"	"Lake Cascade"	""	""	""	"Call Listing Agent"	"HWY 55 towards Donnelly, W Loomis Ln, S Spring Valley Rd, W Buttercup Ln, S Willow Rd"	"Donâ€™t pass up this distinctive one-owner log cabin with show-stopping accents and quintessential characteristics of log cabin construction throughout. Indulge in the cozy embrace of the wood stove fireplace and relax and take in the breathtaking views this Donnelly cabin provides from the upstairs scenic loft. The large lot has beautiful healthy trees, lush grass, a fun fire pit and is very private. Minutes to downtown Donnelly restaurants and amenities and very close to Tamarack Resort and McCall. Enjoy quick access to miles of UTV roads, snowmobiling access close by, hunting and Lake Cascade for year-round fun! Use as primary, vacation rental, or investment property! The possibilities here are endless. Park all your toys and vehicles under the very large carport."	"**Please contact listing agent, Christina Hovey, at 208-284-8553 for showings.** Also active in MLS. The green wood stove is not included, but the seller will provide another one and provide specifics. Email offers to christy@mikebrowngroup.com. BTVAI."	""	"533000"	"10/3/2023"	"33"	"RR"
"538257"	"S"	"1949000"	"1949000"	"339"	"Running Horse Drive"	""	"A7"	"McCall"	"ID"	"83638"	"Running Horse"	""	""	"Valley"	"McCall City"	"TBD"	""	"0.00"	"Yes"	"Yes"	"No"	"4200.00"	""	"No"	""	""	"No"	""	""	"Running Horse Subdivision Unit A7"	"0.0600"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	"Owned"	"4"	"3"	"1"	""	"2"	"2299"	"New-Never Occupied"	"Two Stories"	"2022"	""	""	""	""	"Two"	"None"	""	""	"Propane Tank, Vaulted Ceilings, Central Air"	"Lake"	"Frame"	""	"Concrete Perimeter"	"Elec Forced Air, Propane Fire Place"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"Association"	"Metal"	"PLSWD"	"Metal Siding, Wood Siding, Hard Plank"	"Road Frontage"	"Public"	"Payette Lake"	"Lake"	""	"Res - 4 Homes/Ac"	"Call Listing Agent, LA Must Accompany"	"From West Lake Street turn south on Mather Road, left on Forest Street, left on Running Horse Drive. "	"Views of Payette Lake are just one of the amazing features of this new construction mountain modern home located south of Rotary Park (Rotary Park offers a public beach and swim lanes - directly across Lake Street from this property). Walkable distance to Shore Lodge and downtown McCall. This 4 bed 3 bath home features most of the living space on the second floor to take in the views of Payette Lake. Large second story deck s the perfect place to enjoy the views.  Energy seal insulation, quartz countertops, custom cabinetry, white oak flooring, and much much more. This new subdivision is 13 homes in total. The HOA covers road maintenance of the private road, snow removal and landscaping. Construction of all units is began in 2022 and will complete in 2023/2024.  * Property has not yet been assessed for tax purposes. More units to come. "	""	""	"1843250"	"1/26/2024"	"147"	"RR"
"538269"	"S"	"1675000"	"1675000"	"62"	"Twin Creek Court"	""	""	"Donnelly"	"ID"	"83615"	"Tamarack Resort Phase 1"	"17"	"5"	"Valley"	"Tamarack"	"RP004920170050 "	""	"3660.00"	"Yes"	"Yes"	"No"	"8500.00"	"33500.00"	"No"	""	""	"No"	""	""	"TAMARACK RESORT P.U.D. PHASE 1 LOT 5 BLOCK 17 "	"0.1300"	""	""	"Yes"	"Yes"	""	""	""	"Leased"	"3"	"3"	""	""	""	"1818"	"6 - 10 Years"	"Two Stories"	"2004"	""	""	"No"	"No"	"One"	"None"	""	""	"Vaulted Ceilings, Alarm System"	""	"Frame"	""	"Concrete Perimeter"	"Fireplace, Gas Forced Air"	"Hot Tub, Dishwasher, Disposal, Dryer, Furniture, Refrigerator, Washer, Window Treatments"	""	"Association"	"Composition"	"NLSD"	""	"Level"	"NLSD"	"Lake Cascade"	""	"Ski-in/Ski-out Access"	"Res - 1 House/1 Ac"	"Other"	"Tamarack Resort to Discovery Drive, left on Twin Creeks"	"Tamarackâ€™s Sawtooth Chalet floor plan.  Ski in/ski out.  Offered furnished.  Property inputted into MLS for comp purposes only."	""	""	"1620000"	"9/6/2023"	"42"	"RR"
"538289"	"S"	"1735000"	"1975000"	"29 "	"Arnica Court"	""	""	"McCall"	"ID"	"83638"	"Blackhawk on the River 2"	"3"	"66"	"Valley"	"McCall West"	"RP005760030660"	""	"333.20"	"Yes"	"Yes"	"No"	"2760.00"	"575.00"	"No"	""	""	"No"	""	""	"Blackhawk on the River Subd., Phase 2 Lot 66 Block 3"	"0.5740"	""	""	"Yes"	"Yes"	"Underground"	"Yes"	"Underground"	""	"3"	"4"	"4"	""	""	"3616"	"New-Never Occupied"	"Single Level"	"2023"	"No"	""	"No"	""	"Three"	"None"	""	"Builder's tools."	"Primary Bedroom on Main, Propane Tank, Sprinkler System, Vaulted Ceilings, Fuel Tank Below Ground, Central Air"	""	"Frame"	""	"Concrete Perimeter"	"Propane Forced Air"	"Dishwasher, Disposal, Microwave, Range/Oven, Refrigerator"	"110 Volts, 220 Volts"	"Association"	"Composition, Metal"	"Community"	"Metal Siding, Wood Siding"	"Level"	"Community"	"Payette River"	"Mountains"	"Community Pool, River/Creek"	"County"	"Lockbox/Show Anytime"	"Highway 55, W on Deinhard, left on West Valley Rd., right on W. Mountain Rd. From the south entrance, turn left on Fawnlily, right on Arnica Ct."	"Price Improvement! This newly constructed masterpiece is in the beautiful, gated community of Blackhawk on the River. Upon entering this mountain retreat, you will find towering vaulted, barn wood ceilings & exposed wood beams, which adds to the openness of this single-level floor plan. The rustic rock floor-to-ceiling propane fireplace adds a touch of warmth for chilly nights. The living room, kitchen, & dining have been combined into a cohesive space, great for entertaining. Every detail has been considered; from the large, granite kitchen island with Z Line appliances & walk-in pantry to an adjoining dining room with a built-in serving bar. Off the entry is a home office with a propane fp with rock surround. Each bedroom encompasses an en-suite bath with tiled floors & tiled walk-in shower. The spacious primary bath includes a soaking tub, walk-in shower, & dual sinks. Completed fall of 2023, this home spans 3,616 sq ft & includes 3 beds and 4 baths. Enjoy the peace & tranquility of Blackhawk on the River which offers an array of amenities including the community club house, 5 miles of year-round groomed trails, fishing grotto, stocked ponds, & easy access to the Payette River."	"Please call/text listing agent for gate code. New property, taxes have not been established yet. 1 Year Builder's Warranty included. Please remove shoes or wear shoe covers that are provided. To lock the front door, pull up on the handle and then turn the key in the lock. BATVAI. Ring doorbell not activated. Thank you!"	"Gate code: 7789# Garage code: 4200"	"1650000"	"4/30/2024"	"233"	"RR"
"539318"	"S"	"345000"	"345000"	"433"	"McGinnis Street"	""	""	"McCall"	"ID"	"83638"	"Evergreen Terrace 1"	""	"17"	"Valley"	"McCall City"	"RPM00840000170"	""	"1282.36"	"Yes"	"No"	"No"	""	""	"No"	""	""	"No"	""	""	"Evergreen Terrace No.1 Lot 17"	"0.2250"	"45.3"	"122.4"	"Yes"	"Yes"	""	"No"	""	""	"1"	"1"	"1"	"0"	"0"	"552"	"31 - 50 Years"	"Single Level"	"1980"	"Yes"	""	""	""	"None"	"None"	""	"antique skis, bathroom curtain"	"Vaulted Ceilings"	"Other"	"Frame"	""	"Concrete Perimeter"	"Elec Baseboard, Wood Stove"	"Furniture, Microwave, Range/Oven, Refrigerator, Window Treatments, Wood Stove"	""	"City"	"Metal"	"PLSWD"	"Wood Siding"	"Level, Wooded"	"Public"	""	"Wooded"	"Public Lands"	"Res - 4 Homes/Ac"	"Call Listing Agent"	"Third St; E on Timm; Turns into McGinnis; Cabin not visible from street; watch street numbers; it is the cabin on the left as you enter driveway"	"A rare find in McCall! Affordable, adorable and is adjacent to City of McCall property and is steps away to the 80 acre State of Idaho land.  The tiny cabin has new LVP floors, mostly new windows and has a loft that is not included in the square footage.  Tucked away off of the street and surrounded my mature woods, this cabin in offers privacy yet is walking distance to shops, restaurants and all the fun that McCall offers."	"For showings, Call Tara Reeder to confirm vacancy; rarely used.  SF includes the attached storage shed; Loft is not included in SF. Other cabin on driveway is accessed via Colorado Street. "	""	"347000"	"10/12/2023"	"25"	"RR"
"539319"	"S"	"485000"	"525000"	"12985"	"Ponderosa Lane"	""	""	"Donnelly"	"ID"	"83615"	"Ora May"	""	"24"	"Valley"	"Donnelly West"	"RP001880000240"	""	"1339.10"	"Yes"	"No"	"No"	"30.00"	"100.00"	"No"	""	""	"No"	""	""	"Ora May Subdivision Lot 24"	"0.8000"	"110"	"300"	"No"	"Yes"	""	"No"	""	""	"3"	"2"	"2"	""	""	"960"	"1 - 5 Years"	"Single Level"	"2019"	""	""	"No"	""	"None"	"None"	""	"Swingset"	"Primary Bedroom on Main, Central Air"	"Lake"	"Metal/Steel"	"None"	"Concrete Perimeter"	"Elec Forced Air"	"Dishwasher, Disposal, Dryer, Furniture, Microwave, Range/Oven, Refrigerator, Washer, Window Treatments"	"110 Volts, 220 Volts"	"County"	"Metal"	"City"	"Hard Plank"	"Level, Wooded, Solar Potential"	"Well"	"Lake Cascade"	"Wooded"	"Beach, Lake"	""	"Call Listing Agent, Notice Required"	"West on Roseberry, S on Norwood, E on Ponderosa"	"Escape to the perfect cozy retreat in Donnelly, Idaho! This charming getaway cabin lives large in comfort and style inside and out. A shipping container home by idnieDwell Boise is nestled on a spacious wooded lot, with ample RV, boat, and car parking for all your outdoor adventures. It comes fully turnkey, complete with furnishings, housewares, and linens, making your investment effortless. Enjoy quick and easy access to Lake Cascade, which is a short walk away via the subdivision's access point just across the street. Also, it's only a 15 minute drive to enjoy all that Tamarack Resort has to offer year round. Additional perks include a 10' x12' shed and lots of room for snow storage ensuring your tranquil escape is both comfortable and hassle-free."	"As a courtesy to our Seller, please schedule your showing with Listing Agent. Call for Door Code. Property was being used as a very limited short term rental and it rented well when it was available - Owners used it the majority of the time. Thanks for showing!"	""	"475000"	"2/28/2024"	"164"	"RR"
"539323"	"S"	"1775000"	"1775000"	"1055"	"Bitterroot Drive"	""	""	"McCall"	"ID"	"83638"	"Spring Mountain Ranch 1"	"2"	"26"	"Valley"	"McCall City"	"RPM04010020260"	""	"1164.62"	"Yes"	"Yes"	"No"	"400.00"	"1000.00"	"No"	""	""	"No"	""	""	"SPRING MOUNTAIN RANCH SUB #1 LOT 26 BLOCK 2"	"0.3600"	""	""	"Yes"	"Yes"	""	"Yes"	"Underground"	"Owned"	"4"	"3.5"	"3"	"1"	""	"3262"	"New-Never Occupied"	"Two Stories"	"2023"	"No"	""	""	"Yes"	"Two"	"None"	""	"Staging Items"	"Primary Bedroom on Main, Propane Tank, Vaulted Ceilings, Fuel Tank Below Ground, Air Conditioning, Road Frontage, Central Air"	""	"Frame"	""	"Concrete Perimeter"	"Fireplace, Fireplace Insert, Propane Forced Air"	"Dishwasher, Disposal, Microwave, Propane Stove, Range/Oven"	"220 Volts"	"City"	"Composition"	"PLSWD"	"Wood Siding"	"Road Frontage, Sloped, Wooded"	"Public"	"Little Payette Lake, Payette Lake, Payette River"	"Wooded"	"Community Pool"	"Res - 4 Homes/Ac"	"Call Listing Agent, Lockbox/Show Anytime"	"From Spring Mountain Road, E on Bitterroot, follow to corner of Fireweed."	"Located in the highly desired community of Spring Mountain Ranch, this home is peacefully nestled among mature trees & walking distance to the greenbelt and neighborhood amenities. This captivating 4-bedroom, 3.5-bath luxury mountain home offers an array of advantages. The interior includes a magazine worthy entryway, wide plank engineered hard wood floors, natural light, a gas fireplace, & vaulted ceilings with exposed beams. Culinary promise simmers in the Chef's kitchen, with premium Wolf appliances, two ovens, quartz countertops, an attractive island layout, plenty of cabinets & a large walk in pantry. More than merely serene, the highly functional main-floor primary suite includes a walk-in closet, a linen closet, sitting space, & a private bath with soaker tub and walk in shower, plus heated floors. The large walk-in closet has the first of two washer/dryer hook-ups & built in shelving. The other three bedrooms, situated on the second floor for privacy, are quiet and designed with plenty of wardrobe storage. A bonus room with a trey ceiling gives your family plenty of room. Attached is an oversized 2 car garage while exteriors include a private patio & a large outdoor space."	"Staging items from Krahns Furniture in McCall, available for purchase outside Purchase and Sales Agreement. Taxes for bare land only. BTVAI. "	""	"1725000"	"10/27/2023"	"40"	"RR"
